mfName,MFType,age_months,cost_of_uniqueness,crowding_score,flow_vol_ann_36m_std,flows_ann_36m_avg,ret_3m,ret_6m,value_added,vol_ret_36m
Ashmore Dana Obligasi Nusantara Kelas A,PT,152,1.709339798734061,0.122468217781566,0.03534025541217535,-0.06736185064415162,0.04369204646000013,0.07163877964965026,2.146912891697691,0.01350511249460972
Eastspring Investments Yield Discovery Kelas A,PT,151,2.158712079716881,0.07352165265953219,0.008715417974935245,-0.03265590771712792,0.02000472234500039,0.05111578650238235,-0.2307375240109269,0.006861423680303885
Trimegah Fixed Income Plan,PT,78,3.111540384184588,0.03584732010920638,0.01629854105513779,-0.04133266726422723,0.02002408591599991,0.04459436789905058,1.413750184542986,0.002583923127757235
Insight Scholarship Fund,PT,145,1.141233443937447,0.03613059550304104,0.004895121365683954,-0.005357712886208659,0.02459340202399996,0.03037618307838974,-1.405356439905393,0.007136120394564142
Avrist Dana Obligasi Sejahtera,PT,91,1.972598694260643,-0.01389096820305239,0.006812788913127813,-0.05577792146475407,0.01658079130300028,0.04365227336484012,0.6594821147205134,0.005036615616961043
Avrist Sukuk Income Fund,PT,111,2.080727935219557,0.03879792925019734,0.01134896571803555,-0.01592608275577047,0.03308426124199992,0.04719319874428662,-2.344992769183272,0.006193711993140159
Bahana Mes Syariah Fund Kelas G,PT,109,4.148630136073125,0.03582631644618262,0.004746749580115061,-0.00362789784649775,0.02382664926720435,0.05081937697775518,-0.6492292789988707,0.006732845403054237
Simas Pendapatan Optima,PT,38,3.971022641839145,-0.007297202956121866,0.002703695109620653,-0.05265606733010793,0.01891524033800018,0.04594613857994334,1.158418538238098,0.001724271472567794
Eastspring Investments IDR High Grade Kelas A,PT,156,2.398172899811365,0.1660317735400497,0.009516820917336487,-0.02433373654423638,0.02376451481599995,0.05937705783069713,0.5101771661906433,0.01007495431333924
Sucorinvest Monthly Income Fund,PT,49,2.005795480034227,0.0028893673816275,0.003784042262046768,-0.04638695985666114,0.01689364238000013,0.03489513684033585,1.652293028747756,0.003556673807285196
Maybank Dana Pasti 2,PT,213,1.632597994928731,0.08121901125728107,0.01018979597955779,-0.03607886789295123,0.01729350388400008,0.03962829363252318,0.2707327192615331,0.004515928931491916
Schroder Dana Andalan II,PT,207,1.246067598738768,-0.003155849060847334,0.002166511698144761,-0.03480903991504394,0.01265263257599991,0.02894105781706457,-0.8247868305241658,0.002075197447098576
Batavia Dana Obligasi Ultima,PT,228,2.134992755118564,0.06322867128936312,0.003056421889300994,-0.03542780550334987,0.01688687749999995,0.04313698828566448,-0.1057037230995105,0.006645790914030916
Manulife Obligasi Unggulan Kelas A,PT,268,2.000730610693923,0.0003651719476966401,0.01033627520218446,-0.06137984482950422,0.01678491886400013,0.0432394238991638,1.047244585026759,0.007143754626156343
Panin Dana Pendapatan Berkala,PT,118,2.208968887708546,0.09460019508256545,0.005491625860581594,-0.06148613071135448,0.02479231606400023,0.05614974594998712,0.690675205348277,0.006693982135126806
Bahana Pendapatan Tetap Abadi 2,PT,264,2.330582991244915,0.1418456208110954,0.01842825517680712,-0.05357183036317802,0.02133301366799989,0.05644122203207269,4.180454921530306,0.01158547085450716
PNM Dana Surat Berharga Negara,PT,116,3.350565006272143,0.1046286240129342,0.02807723772688398,-0.05465430921032916,0.02244041139200004,0.06102992178586408,3.213226963101292,0.01260907827689467
Bahana Apex Fixed Income Fund,PT,51,4.730888952403303,0.1544929419727786,0.006252123406070418,-0.004452266220590349,0.02828215178914295,0.05649686904590756,-2.065997501145173,0.01340056532922612
Ashmore Dana Obligasi Unggulan Nusantara Kelas A,PT,97,1.609575995048057,0.06807755296126024,0.008690449462024614,-0.04170134540156599,0.01483743004000004,0.0371758082858058,-0.3500731555737897,0.0069439570622621
Sequis Pendapatan Mantap,PT,85,5.463849291051576,0.08489423231553,0.0007377217529526947,-0.000593063707690965,0.008672889834818065,0.03928360015684973,0.3767454344623862,0.004729830807068267
Avrist Prime Income Fund,PT,133,2.061961769246833,0.03004991177380841,0.006871671401494119,-0.01179137554496876,0.01253226916399997,0.02451627852524441,-2.216040223747263,0.005566245424252858
BRI Melati Pendapatan Tetap Utama,PT,101,1.032739196194834,0.03170132044514472,0.002373163806361481,0.001423840632712397,0.004517098216197279,0.01663678045609718,-4.51583708644324,0.004712070836506384
BRI Melati Obligasi Negara Indonesia,PT,99,1.04921850064485,0.04690967669231905,0.001318410468378575,0.0008027551848684535,0.00674504058806713,0.02843043859689565,-3.446385773497069,0.009211204683591386
Mandiri Obligasi Andalan,PT,50,1.529996741029772,0.01960575485251226,0.001009310516416957,0.0005910157262877667,0.007040195473042132,0.02711348020788629,-4.109673294622074,0.008637742235134997
BNP Paribas Obligasi Cemerlang,PT,89,3.427308841574178,0.1246776585730491,0.004824006449801134,-0.00342883534112268,0.02137804815457622,0.04520407659169412,-3.007029688358923,0.00992301513254086
Bahana Mes Syariah Fund Kelas D,PT,43,4.148630136073125,0.03582631644618262,0.004579076692443486,-0.003535140511248347,0.02353325828322017,0.05171438115490434,-2.646274779986206,0.01159431313310847
Panin Dana Obligasi Bersama,PT,87,1.027426493160042,0.02669436046532809,0.01388602454443304,0.02074996447230865,0.004598865920000028,0.01861740215179997,-6.883197121697475,0.006866668400369639
Bahana Pendapatan Tetap Utama,PT,64,4.240962839911858,0.05681795597078755,0.005907053886966279,-0.004182631310706786,0.02214315060141336,0.04301163720708367,-4.158183917338217,0.009010903808411476
Principal Prime Income Fund 4,PT,100,1.504605305654712,0.003060806470244407,0.00689751721804881,-0.00453127516629272,0.02600435868632234,0.02736602741818794,-11.06621236427994,0.01237924191164963
Bahana Regular Income Fund,PT,120,4.020015072603142,0.004978855114138021,0.008036767178996125,0.0138919050254332,0.006509978935999916,0.01721279657958985,-5.763729349105995,0.005185746643827507
PNM Optima Bulanan,PT,35,3.044137560843422,0.01449920049972814,0.001194710319190038,-0.00138333734939627,0.0050063323759999,0.007722131425718315,-3.760492940990728,0.001595417544988503
BNP Paribas Obligasi Berlian,PT,89,2.210816347389633,0.09535678874391762,0.004348115945654235,-0.002774937832395226,0.01464838681653235,0.02465486715144949,-4.298540487456926,0.01059278523871281
Bahana Pendapatan Tetap Regular,PT,101,4.289363931480269,0.06746080213818745,0.008428876979495332,0.01326366903265734,0.008295843031999928,0.02746300210883179,-4.729502443779105,0.009098802903993156
PNM SBN 90,PT,107,3.257137790111725,0.07894593556722233,0.005743752322219629,-0.00253473066302376,0.004393113170000129,0.02966497886838448,-3.909254469914748,0.01214339145496724
